Geolocation,Commodity,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2011 January,2011 February,2011 March,2011 April,2011 May,2011 June,2011 July,2011 August,2011 September,2011 October,2011 November,2011 December,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December
..NATIONAL CAPITAL REGION (NCR),Tomato,12.74,7.84,7.8,9.16,15.26,24.11,33.13,48.8,34.59,17.03,29.72,35.56,36.04,23.77,11.66,9.98,7.21,17.97,29.59,29.62,36.12,37.87,55.81,31.9,18.18,9.95,20.06,32.27,40.23,29.16,18.04,23.74,33.05,28.9,23.74,12.33,14.84,15.95,10.46,10.88,20.1,45.82,54.34,47.46,31.85,34.14,30.74,26.46,21.21,11.11,8.78,9.8,13.87,18.13,25.68,34.4,50.86,39.13,33.4,..,..,15.41,13.83,17.05,..,..,33.57,30.28,24.94,..,70,84.68,42.43,26.91,14.85,13.27,21.51,..,33.33,50.51,..,..,..,..,32.35,19.49,16.18,21.87,24.17,16.76,18.35,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.41,15.1,15.29,42.69,47.55,..,37.46,48.56,..,29.12,..,28.91,28.15,24.63,41.07,28.5,16.8,29.1,52.59,..,..,93.16,118.53,70.76,26.34,11.6,11.23,13.83,..,65.27,..,35.84,26.5,28.6,28.09,..,26.66,48.72,72.66,..,..,20.36,30.39,..,..,64.7,61.09
..NATIONAL CAPITAL REGION (NCR),"Tomato, green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,..,17.55,..,65.19,..,37.11,30.44,29,28,..,30.88,50.38,72.25,..,..,21.03,29.98,..,..,66.89,58.33
..NATIONAL CAPITAL REGION (NCR),Upo [Bottle gourd],9.14,7.2,7.18,6.85,6.71,6.55,6.64,6.58,6.8,9.04,15.28,14.08,15.93,15.13,10.94,9.2,9.18,10.94,20.13,18.63,18.87,27.38,18.86,13.33,8.38,8.67,9.46,9.5,10.41,10.8,10.86,16.52,19.53,13.57,9.36,11,10.89,10.15,9.85,10.05,10.5,11.08,11,..,10.7,13.38,22.6,22.93,19.4,14.36,11.25,11.21,10.3,8.5,9.49,11.4,10.03,11.12,9.6,..,..,14.33,15.11,14.3,..,..,21.43,20.85,16.64,..,23.17,17.69,17.24,14.25,15.01,13.12,13.53,..,14.77,26.94,..,..,..,..,17.68,16.61,15.41,14.81,11.71,18.66,16.15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.53,16.7,18.56,18.39,21.54,..,16.57,23,..,17.36,..,17.31,18.41,22.3,32,27.22,22.73,15.14,16.58,..,..,34.71,34.66,24.7,13.05,12.4,12.71,13.58,18.54,20.47,..,..,18.28,16.14,17.99,..,20.16,18.29,18.39,..,..,21.73,17.08,..,..,31,21.93
..CORDILLERA ADMINISTRATIVE REGION (CAR),Ampalaya [Bitter gourd],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Ampalaya [Bitter gourd] Native Variety,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Chayote,7.02,13.72,12.57,13.75,11.56,9.28,7.49,5.6,3.02,9.21,16.7,8.23,5.2,5.62,5.65,6.93,5.64,11.73,10.34,7.8,18.18,27.67,12.6,10.08,8.97,9.4,7.57,6.12,5.97,7.57,8.25,27.49,22.47,12.46,7.33,12.87,16.18,10.28,7.18,7.73,6.53,6.82,6.8,8.58,18.73,9.52,7.88,8.22,10.26,7.82,11.13,18,10.99,6.1,6.49,12.45,8.97,15.17,9.53,6.47,11.8,9.4,10,10.76,9.7,6.88,15.29,36.91,18.31,14.86,30.73,10.69,17.63,11.02,8.72,11.74,16.17,14.22,8.71,10.2,13.83,13.84,25.62,20.8,9.72,7.87,5.73,8.5,10.92,11.54,9.2,16.71,13.89,8.66,11.83,12.07,13.29,11.32,9.9,10.18,..,16.34,17.65,31.17,72.38,44.66,20.22,20.89,28.56,27.12,15.22,20.4,17.16,..,6.51,13.75,25.65,12.32,6.58,9.98,8.91,11.48,14.6,29.16,19.4,13.62,6.4,6.25,7.84,7.67,19.48,11.56,..,9.23,..,..,..,15.84,19.09,39.09,..,..,..,..,..,..,13.7,..,..,..,9.48,..,11.8,12.85,28.2,18.27
..CORDILLERA ADMINISTRATIVE REGION (CAR),Cucumber,14.32,21.48,31.98,20.24,18.94,20.35,18.46,20.26,16.54,23.47,23.27,17.65,23.12,23.45,18.43,17.42,26.4,24.58,16.54,15.3,25.92,35.51,26.13,17.78,22.09,30.07,28.57,17.96,17.4,16.82,18.06,36.47,18.5,16.03,16.07,27.51,39.51,23.22,17.98,29.38,20.01,16.65,17.71,22.47,25.08,27.43,17.47,22.6,24,18.77,30.25,30.67,23.48,16.52,19.51,29.05,25.97,29.7,24.78,23.16,31.18,34.98,31.15,22.84,30.47,31,37.72,37.15,29.07,26.86,43.6,21.95,22.5,30.25,32.93,32.22,27.52,34.35,17.83,20.46,33.36,44.65,33.15,25.09,21.32,22.23,15.37,15.72,20.45,32.89,36.17,29.37,27.78,30.14,36.95,49.23,52.82,36.65,22.27,21.15,..,28.49,17.22,29.53,29.1,47.72,30.63,26.27,42.03,56.25,42.29,42.32,42.94,..,21.16,22.3,19.03,27.46,35.45,31.44,24.69,23.05,23.08,31.65,40.06,37,12.2,23.18,38.56,31.93,25.05,48.9,..,26.5,..,..,..,26.22,25.02,28.16,..,..,..,..,..,..,59.3,..,..,..,21.5,..,35.56,79.63,70.67,58.89
..CORDILLERA ADMINISTRATIVE REGION (CAR),"Eggplant long, purple",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),"Eggplant native, round",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Jackfruit Green [Vegetable],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Okra,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),"Patola [Dishrag gourd], native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Squash,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Tomato,15.92,10.05,8.58,13.59,15.84,24.68,33.18,46.14,45.49,33.13,42.52,58.12,..,..,..,..,..,..,..,..,..,..,..,..,36.7,24.12,37.46,37.38,38.92,43.31,32.38,30.79,32.82,35.55,26.73,23.05,19.46,22.25,23.64,19.85,20.66,37.83,45.83,46.4,46.58,..,32.2,29.72,29.11,21.73,14.06,14.77,19.79,19.98,24.44,41.44,45.29,44.21,41.9,28.33,28.95,23.84,..,23.94,26.6,25.63,44.22,37.62,31.22,31.21,39.13,76.27,64.08,40.47,23.92,16.03,18.57,21.47,22.22,32.66,42.77,46.82,44.22,40.65,33.09,26.67,25.77,25.88,34.75,24.01,18.52,25.76,48.08,48.26,47.43,21.83,22.23,19.67,25.67,28.83,..,35.46,56.97,65.44,56.08,31.69,39.23,33.91,21.93,23.38,14.83,12.74,27.52,..,34.62,29.43,36.1,36.34,27.53,27.91,19.91,19.5,24.69,26.75,..,10.58,15.27,27.78,34.78,58.29,78.88,84.3,..,28.53,..,..,..,23.49,48.62,48.18,..,..,..,..,..,..,48.6,..,..,..,21.75,..,51.6,68.75,56.11,52.78
..CORDILLERA ADMINISTRATIVE REGION (CAR),"Tomato, green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.08,29.2,38,44.18,40.85,37.85,32.14,26.32,26.28,30.54,37.38,25.67,19.75,25.97,48.08,48.26,47.43,24,25.75,23.45,27.54,29.27,..,35.46,56.97,65.44,55.08,31.69,39.46,34.82,27,27.62,17.25,16.13,23.84,..,38.25,34.75,40.8,37.7,31.39,28.69,23.58,21.05,27.08,..,..,9.55,13.38,28.26,34.29,58.65,75.32,78.29,..,28.29,..,..,..,24.52,47.34,47.3,..,..,..,..,..,..,51.41,..,..,..,22.88,..,49.73,69.25,56.22,53.56
..CORDILLERA ADMINISTRATIVE REGION (CAR),Upo [Bottle gourd],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
