Geolocation,Commodity,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2011 January,2011 February,2011 March,2011 April,2011 May,2011 June,2011 July,2011 August,2011 September,2011 October,2011 November,2011 December,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December
..NATIONAL CAPITAL REGION (NCR),"Lapu-lapu [Grouper], other than red species",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,164,343.14,..,..,..,..,..,..,..,..,261.25,..,252,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,410,..,200,..,..,350,..,..,..,..,..,310,330,..,..,280,..,..,426.67,..,..,..,..,..,..,350,..,..,..,350,630
..NATIONAL CAPITAL REGION (NCR),Matang-baka [Big-eyed scad],66.8,71.71,67,61.12,61,62.9,63.39,68.41,64.66,87.5,84.67,81.38,..,55.72,72.08,..,63.08,62.52,78.06,75.1,80.96,78.58,82.4,85.6,86,86.2,71,..,75.87,76.81,77.67,75.83,84.59,81.29,87,95.29,90.17,82.23,73.55,71.65,77.91,77.5,74.44,77.43,72.5,85.31,82.38,90.11,..,77.2,85,86.5,81.75,67.25,76,72.71,..,75.43,82.46,80.93,82.5,..,..,..,..,..,87,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),Pusit [Squid],155.82,155.41,141.05,141.72,137.79,139.58,133.49,141.96,145.78,148.57,147.35,101.21,172.47,155.58,172.41,169.63,151.47,149.27,155.21,160.77,168.99,168.08,177.53,174.93,177.15,167.55,167.48,164.27,161.58,168.06,149.34,154.12,167.46,155.09,162.62,162.18,165.29,166.72,158.85,157.54,163.51,162.05,160.09,163.15,164.59,164.75,173.49,177.24,185.69,171.09,170.11,175.6,167.42,170,165.61,170.72,167.82,166.12,165.23,170,164.34,133.33,149.17,161.43,..,..,164.65,166.03,156.67,..,169.4,176.39,161.39,167.78,156.83,161.38,157.18,..,162.75,238.45,..,..,..,..,223.2,203.62,179.22,174.63,176.22,175.9,185.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,225.93,190,267.71,272.73,..,..,..,281.67,..,277.27,..,305.45,118.75,..,220,261.25,253.33,230,251.11,..,..,262.93,280,280,260.82,283.14,268.46,268.86,252.5,254.63,..,259.63,249.47,272.97,287.62,..,275.09,279.74,263.13,..,..,242,283,..,..,269.09,287.14
..NATIONAL CAPITAL REGION (NCR),Salay-salay [Crevalle],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,214.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),Sapsap [Slipmouth],110,110,100,125.71,135,83.57,106,98.12,..,..,..,..,..,..,..,..,..,..,77,136.67,93.25,..,140,..,..,120,62.25,..,..,..,140,121,..,109.29,..,..,166.67,212.86,173.33,140,188,170,200,..,..,..,106.67,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,293.88,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),"Shrimp, Suaje [Endeavor prawn]",263.82,261.32,232.74,256.46,243.3,247.25,241.58,239.03,226.26,231.32,231.38,226.06,285.54,253.33,250.32,309,260.38,252.56,252.24,248.05,243.57,237.07,260.42,284.21,271.5,264.44,257.44,254.81,256.43,234.44,240,229.47,203.75,227.42,230.26,221.48,222.44,244.57,243.28,216.32,216.46,215.58,213.26,203.78,222.36,257.14,226.34,245.4,283.48,266.6,278.13,284.65,276.23,250,195.69,251.13,268.57,261.22,250.24,245.83,264.2,250,263.75,287,..,..,256.25,264.29,300.37,..,278.42,284.36,306.36,302.55,285.59,..,..,..,318.46,376,..,..,..,..,..,..,..,..,..,..,312.73,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,373.64,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),"Shrimp, Sugpo [Tiger prawn]",376.61,387.14,370.4,386.3,362.42,349.66,320.72,304.18,340.41,314.73,337.06,408.88,432.66,426.38,407.34,398.25,372.86,374.4,361.74,362.5,380.35,346.89,385.48,404.93,381.46,399.52,399.87,411.84,371.94,333.2,322.92,332.05,349.92,331.61,330.96,370.42,381.18,404.58,404.04,374.95,372.58,365.25,377.68,374.55,394.35,431.01,427.5,462.24,454.34,464.05,498.31,500.97,480.26,456.42,386.74,405.43,406.65,408.41,407.14,543.49,412.34,404.71,401,414.4,..,..,413.79,413.38,399.31,..,432.11,460.92,414.59,413.89,400.77,409.33,431.16,..,425.61,526.6,..,..,..,..,520,588.42,575,340,542.4,575,518.75,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,580,..,601.25,649.17,..,..,..,466.67,..,414,..,640,..,..,..,..,..,..,..,..,..,470,400,..,750,400,400,450,320,443.75,..,350,..,475,640,..,637.5,638.57,649.29,..,..,550,560,..,..,533.33,834.55
..NATIONAL CAPITAL REGION (NCR),Talakitok [Cavalla],158,114.86,121.14,110.65,116,111.6,122.33,113.96,130,..,115.55,116.67,141.43,137.5,171.43,172.85,156,141.25,136.59,136.5,135,140.59,151.13,147.27,157,156.92,155,155,155,122,117,..,123.33,133.68,133.64,144.09,141.25,140.83,137.33,138.77,154.12,145.88,137.37,138.42,147.22,148.82,143,144.71,137.78,146.92,151.43,140,138.46,125,128,140,141.43,137.14,143.33,142.86,161.67,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,303.41,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),Tambakol [Yellowfin tuna],104.71,78.31,92.94,96.67,102.32,97.62,109.7,102.41,..,..,..,100.12,..,..,100,..,110,91.25,104.29,112.1,..,..,..,109.8,113.75,119.4,118.33,..,118,116.8,123.33,..,..,129.71,114.46,135.6,119.12,117.25,87.5,103.5,125.62,126.6,103.25,115.45,117.22,..,125,117.86,130.71,128.46,104.33,135,102.78,117.86,105.67,109.29,108.81,108.75,..,114,120,125.5,116.25,127.14,..,..,120,112,98.75,..,107.14,135,103.75,121.25,117.14,..,127.5,..,93.57,178.3,..,..,..,..,80,71.76,79.55,77.27,89.29,62.5,71.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,183.33,..,147.78,90,..,..,..,..,..,..,..,..,..,..,170,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,180,..,..,..,180,..,..,..,..,..,..,..,..,170,..
..NATIONAL CAPITAL REGION (NCR),Tamban [Indian sardines],36.6,55,55,..,42,43.33,45.71,32,..,23.33,..,..,..,..,..,..,32,..,30,23.33,30.67,34.67,32.46,28.55,29,28,33.33,..,24,30,37.25,..,39,32.5,35.38,33.71,40,..,..,..,..,20.45,..,..,24.86,..,..,29,40,30,28.57,29.14,33,37.31,42.93,48.59,51,..,39.64,38.92,..,..,..,..,..,..,19.87,19.97,21.15,..,20,22,22.58,39.67,30,..,..,..,..,..,..,..,..,..,..,..,26,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),Tanigue [Spanish mackerel],..,..,157.86,154,171.18,175,174.67,160.83,..,..,..,..,..,166.67,..,..,164.29,177.33,165,180,193.33,183.33,182.5,..,190,210,180,..,..,..,..,..,..,177.78,206.43,178,92.5,..,194.44,170.71,186.43,201.58,233.33,206.25,190.29,201.5,170,167.5,180,183.75,180,180,180,180,..,..,170.83,182.86,180,180,233.33,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,197.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),Tilapia,68.74,65.18,63.9,62.55,60.81,64.02,74.56,75.68,74.92,83.36,74.51,73.62,79.02,76.57,69.98,67.75,65.51,63.65,62.98,64.8,66.47,69.13,73.95,78.71,78.48,79.17,79.02,77.91,80.67,81.56,82.45,82.74,84.5,81.05,80.34,76.5,76.65,75.21,71.33,71.04,66.48,69.93,64.65,69.1,70.19,73.29,69.85,72.78,72.91,71.32,72.17,72.89,73.42,72.31,73.15,71.66,76.55,75.98,79.01,80.03,78,65.13,79.82,78.63,..,..,78.15,78.65,79.11,..,76.98,81.7,78.59,78.46,78.15,76.48,75.57,..,74.26,100.64,..,..,..,..,74.13,76.65,74.67,75.62,76.28,76.33,77.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.73,80,80.34,80.08,..,..,..,83,..,81.67,..,85.78,90.75,..,98,97.44,97.38,94.5,91.88,..,..,98.03,101.38,98.5,97.07,93.87,90.33,89.17,..,88.71,..,93.67,93.87,92.33,93.28,..,90.18,90,86.5,..,..,96.25,103,..,..,95.43,102.74
..NATIONAL CAPITAL REGION (NCR),Tulingan [Frigate tuna],79.87,74.7,77.46,66.53,66.18,67.87,85.64,81.77,69.94,79.14,..,..,105.45,78.57,91,..,68.62,81.61,99.52,104,112.33,125.86,101.46,110,105.8,101.61,90.58,84.52,96.79,113.29,108.89,126.18,120,115.82,100.71,105.68,97.93,97.58,75.38,70.41,86.23,84.11,89.5,102.26,85.6,102.77,113,..,124.63,88.7,71.05,65.74,69.02,70.27,84.89,83.6,89.56,84.33,82.33,85.08,83.33,55.25,44.42,49.52,..,..,59.33,65.13,59.4,..,64.31,58.13,57.59,61.4,56.94,50.04,44.44,..,48.97,124.79,..,..,..,..,..,74.17,50.24,55.5,56.95,64.18,79.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,107.33,..,85.5,73,..,..,..,..,..,95,..,146.67,147.5,..,108.75,73.75,84.17,91.67,81,..,..,133.46,175,..,95,146.25,175,183,188.75,145,..,120,..,..,145,..,182,142.78,171.82,..,..,156.67,191,..,..,110,160
..NATIONAL CAPITAL REGION (NCR),White Shrimp,257.57,261.48,245.71,250.45,252.31,250.42,252.26,252.12,255.3,249.84,..,287.63,310.94,305.68,302.62,297.37,288.41,279.49,277.01,259.86,257.98,258.03,276.53,300.32,298.98,288.81,282.9,289.39,280.29,267.56,257.03,253.72,257.71,273,259.74,291.25,275.19,266.88,273.01,282.39,272.59,287.21,300,288.5,296.19,332.84,309.66,..,364.36,365.53,326.85,339.56,340.21,344.13,285.88,292.67,277.82,300.33,293.16,318.57,286.98,284.74,295.88,263.75,..,..,270.96,243.89,249.41,..,265.22,273.62,264.62,274.57,266.85,285.1,273.12,..,288.2,329.91,..,..,..,..,287.26,322.59,296,301.82,307.38,293.78,304.07,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,360.94,390,350.6,362.31,..,..,..,337,..,326.32,..,382.5,362,..,351.79,358.7,350.91,356.11,346.88,..,..,346.02,379.67,381,391.2,366.83,372.21,354,327.13,323.18,..,313.49,324.71,354.21,429.46,..,385.04,382.4,398,..,..,341.25,335.24,..,..,367.77,408.42
..CORDILLERA ADMINISTRATIVE REGION (CAR),Alumahan [Indian mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
