Geolocation,Commodity,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2011 January,2011 February,2011 March,2011 April,2011 May,2011 June,2011 July,2011 August,2011 September,2011 October,2011 November,2011 December,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December
..CORDILLERA ADMINISTRATIVE REGION (CAR),"Pepper hot, red labuyo [Chili pepper]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Garlic Taiwan (Imported),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.09,44.11,63.32,55.65,51.9,221,168.11,66.62,43.75,44.28,54.96,50.93,57.98,52.95,52.02,55.82,46.72,55.85,58.83,63.65,66.85,68.67,72.92,77.05,89.6,92.15,107.37,118.52,124.13,134.12,112.75,116.29,117,117.7,121.58,130.66,134,126.97,126.69,151.3,167.06,103.63,64.6,66.59,68.34,66.51,67.69,68.92,60.69,58.67,59.28,60.95,61.62,48,69.69,43.48,58.7,43.17,53.43,..,59.55,66.6,61.2,61.2,61.2,61.2,68,70.77,81,..,79.26,84.15,78.57,76,74,90.92,66.46,59.05,61.63,57,57.57,62.69,76.42,69.79,69,66.25,75.38,78,67.25,75.38,69.23,62.97,65.46,67.38,66.98,67.03,70.25,68.18,64.84,60.02,63.86,60.42,57.89,60.05,61.77,62.52,60.38,57.59
..REGION I (ILOCOS REGION),Garlic,134.15,131.77,94.16,97.22,105.83,116.15,134.21,135.66,136.65,136.65,136.18,142.71,128.85,118.8,126.05,131.39,103.19,123.17,135,115.54,119.85,..,..,..,84.24,92.7,88.2,86,83.77,85.45,86.75,93.14,..,91.75,..,..,..,..,83,..,83.75,85.3,..,99.22,66.56,..,98.57,90.58,95.46,94.24,100.2,91.57,116.64,225.56,164.78,107.25,106.21,77.63,208.45,215,287.94,256.07,109.8,123.17,99.33,86.07,86.85,83.25,86.12,101.07,87.08,80.54,86.25,82,84.73,110.28,149.33,155.33,134,124.1,136.25,136.25,..,143.75,253.33,177.62,163.13,186.28,179.83,167.4,142,160.36,181.15,168.77,157.06,153.54,231.54,153.33,156.74,160,141.45,145,167.78,155,156.25,139.66,153.33,..,119.38,119.1,117,121.33,144,144,144,144,168,..,168,193,176,168,168,171.69,160.15,161.92,171.94,160.83,151.36,150.08,168,154.57,150,146,155.15,160,147.75,141.15,151.54,158,155.31,155.26,154.49,145.26,136.05,137.72,134.07,131.08,129.23,128.85,130.62,131.62,135.71,139.5,176.75,206.79
..REGION I (ILOCOS REGION),Ginger Hawaiian,35.58,33.6,41.69,65.59,85.7,78.61,74,66.17,70.35,70.35,70.56,37.54,36.08,35.43,32.41,33.47,30.48,31.8,30.33,29.77,26,37.87,29.76,23.81,24.99,24.41,21.24,17.63,15.78,15.3,15.92,15.6,17.34,17.35,20.6,17.57,17.8,16.41,17.5,15.56,20.92,22.27,25.2,31.32,32.7,33.34,32.02,33.53,36.9,29.45,44.4,51.2,69.03,100.5,109.74,97.6,91.15,86.17,82.45,87.07,80.33,75.55,74.37,138,137.4,169.75,121.15,76.65,63.15,103.22,91.67,72.38,58.25,53.75,52.57,50.37,58.2,62.67,49.57,45.92,46.36,50.75,55.42,39.37,34.1,31.93,37.4,36.04,32.28,25.87,23.35,30.5,32,35.85,46.77,42.46,32,26.92,26.33,26.25,26.51,26.6,25.92,27.87,27.9,33.28,37.64,..,32.49,32.76,27,27,49.31,52,64,64,64,..,64,66,66,66,77.54,84,102.46,140.02,122,114.33,148.57,152.85,149.75,87.29,82.5,81,90.69,85,91.25,92.31,90,72.92,50,52.86,57.23,60.01,50.72,45.7,40.54,44.42,49.15,53.23,38.57,31.49,31.99,49.83,46.92,51.29
..REGION I (ILOCOS REGION),Ginger Native,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.83,86.25,82.2,75.31,132.56,115.29,146.67,..,..,..,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.02,40,38.6,39.58,40,24.86,31.38,34.08,36.16,48.67,48,35,33.58,31.61,28.93,30,29.22,27.86,29.4,30,37.34,41.07,..,39.74,33,28.92,32,46.46,53,74,66,74,..,79.54,76,76,76,80.31,84,89.54,134.32,117.29,94.42,132.57,105,92,90.71,90,90.33,85,80,86.25,87.31,85,79.15,67.08,74.38,76.91,73.83,59.25,53.83,48.6,49.92,54.23,60,46.28,38.58,43.37,56.17,57.08,57.57
..REGION I (ILOCOS REGION),Onion Leeks,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"Onion native (red shallot), multiplier",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Onion Red Creole (Bermuda Red),53.04,40.45,20.58,15.74,18.58,22.2,31.74,36.85,38.14,38.14,43.33,48.3,60.29,81.96,34.54,48.32,47.25,50.94,57.41,54.88,60.25,59.51,62.8,63.53,51.68,37.84,35.65,39.03,39.01,57.41,62.94,69.08,62.32,74.11,64.63,37.86,38.1,39.33,35.6,33.11,38.68,40.3,38.8,38.72,37.85,41.28,41.18,40.62,57.39,41.31,19.4,16.25,16.81,22.6,30.82,26.25,28.78,30.35,44.53,44.49,50.1,31.2,16.6,30.82,33.74,34.38,36.08,39.1,48.32,55.86,61.72,51.86,69.9,42.5,44.92,50,64.36,77.3,82.33,86.35,84.64,74.95,59.78,58.3,42,41.93,34.7,34.98,42.38,45.51,42.85,37.76,56.32,43.95,68.15,69.49,71.68,52.7,48.18,43.3,46.23,68,76.06,75.41,75.35,56.91,66.81,..,54.54,39.96,31.2,31.2,30.89,31.2,28,31.46,37,..,53,66,70,52.33,56,56,56,72.3,71.79,76.83,114.36,115,134.67,82.79,59,64.5,60,60,72.5,76.54,80,80.49,90.08,101.12,125.54,144.29,128.08,49.48,34.06,34.12,42.49,57.4,75.45,88.46,130.07,161.25,195.17,349.71
..REGION I (ILOCOS REGION),Onion White (Yellow Granex),41.24,36.31,12.33,13.97,18.88,23.11,29.64,29.37,33.92,33.91,38.45,39.71,55.02,51.09,26.95,35.38,36.39,41.4,35.33,46,46,55.36,53.87,57.37,48.54,32.94,32.75,36.78,36.52,43.47,59.87,64.07,55.38,52.76,52.47,33.19,33.7,28.07,29.3,36.4,36.2,38.62,35.2,38.62,36.95,38.1,37.69,38.07,42.36,41.64,16.15,15.22,15.51,19.4,27.22,21.96,31.12,32.14,43.75,42.2,38.1,23.65,13.7,22.93,28.72,31.03,34.69,36.85,47.54,37.61,42.32,51.82,65.8,42.25,35.63,43.45,56.6,63.73,53.45,46.8,47.64,39.42,35.64,38.69,38.55,31.98,31.27,31.04,35.68,34.71,35.33,35.01,73.78,34.71,38.94,36.8,38.8,27.1,26.87,26.85,26.25,48,52,..,32.5,36.38,37.46,..,36.46,31,28,28,27.91,28,32,28,28,..,39.85,47.8,60,56,50.77,48,48,48.3,52.06,57.58,64.07,66,78.75,57.71,42.5,44.25,36.15,37,46.5,50,52.77,57,60.77,63.72,67.55,46.83,40.72,30,27.13,33.78,38.03,53.83,84.97,105,..,..,..,..
..REGION I (ILOCOS REGION),Pepper bell,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"Pepper finger, green",18.16,14.92,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.25,33.75,26.12,..,..,..,..,..,..,..,41.42,55.5,38,32.33,24.87,22.18,17.4,95.95,..,69.03,94.51,155.17,118.47,81.75,41.7,30.02,29.95,33,30.42,32.83,72.45,82.14,81,145.92,77.64,55.75,21.75,24.89,15.06,44.35,36.2,54.67,88.07,66.46,72.15,77.34,69.54,41.85,29.25,25,27.3,30.15,43.15,44.46,76.88,79,147.69,101.29,..,52.31,21.2,16.2,16.2,26.23,27,32,32,38,..,88.23,101.5,57.33,27.25,23.92,23,23.31,24.78,32.3,52.92,37.29,57,172.25,181.29,78.67,43.75,28.77,15.73,21,21.11,35.38,69.54,99.31,90.58,64.75,30.31,33.75,38.18,39.06,48.58,48.54,56,52,37.46,46.14,109,167.58,79.36
..REGION I (ILOCOS REGION),"Pepper hot, red labuyo [Chili pepper]",134.6,127.5,..,..,..,..,..,..,..,..,..,..,29.28,40.93,103,75.74,40.08,76,50.26,64,116,341.27,248.95,261.82,192.57,99.04,51.7,38.82,38.08,30.3,27.6,31.83,84.62,177.41,140.34,117.76,117.1,98.04,74.9,58.6,42.95,56.95,43.6,49.63,..,..,228.57,123.33,202.99,80.18,34.6,44.85,50.07,35.7,44.91,37.98,106.06,123.39,199.9,133.46,179.42,139,51,36.22,37.22,65.63,105.1,..,280.42,181.22,262.02,380.77,144,102.25,35.92,35.2,25.44,40,29.5,37.85,133.99,245,329.14,474.63,222.75,174.75,96,36.82,53.42,82.71,106.47,177.17,141.08,105.08,77.23,176,85.77,56.25,46.75,46.5,47.77,97.85,183.59,341.9,442.63,504.57,341.86,..,112.35,29.02,23,23,23.02,23,30.15,96.77,142,..,254,306,160.33,112.5,91.08,64.46,51.23,62.58,65.73,74.08,53.71,77.23,171.83,543.71,230,101,64.31,35.79,29.5,34.23,40,78.23,255.92,237.92,120.54,51.61,35.87,34.93,32.1,66.48,122,194.15,193.54,241.92,197.5,226.67,292.25,385
..REGION II (CAGAYAN VALLEY),Garlic Taiwan (Imported),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.73,56.4,61.78,94.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.65,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Garlic,149.65,129.15,114.43,112.67,122.75,135.89,141.74,169.3,176.54,196.81,188.42,197.18,193.09,173.27,142.06,123.91,113.77,118.39,128.19,120.5,125.65,130.88,127.49,125.27,122.16,105.62,111.31,108.65,107.91,115.39,127.81,126.22,118.34,116.36,116.51,110.21,109.31,111.97,108.86,89.5,112.47,130.98,120.48,123.84,131.93,139.52,173.28,200.18,218.77,163.67,182.7,181.5,189.5,266.27,232.85,234.69,241.33,269.43,273.67,345.76,336.5,263.48,167.18,151.8,127.06,118.23,111.62,118.22,108.81,111.45,102.62,100.89,105.14,105.14,120.26,141.46,170.53,187.89,177.23,159.97,161.54,162,137.65,165.45,149.18,134.68,142,163.34,168.72,156.93,139.44,140,140,140,155.34,156,162,151.75,148.69,165,165,164.26,152.56,169.62,150,142.5,138.85,..,134.39,160,142,137.09,140.06,145.75,149.5,159.31,160.85,159.5,162,162,164,154,..,154,220,192,191.43,164,164,164,164,164,160.4,148.4,137.4,137.4,137.4,169.44,158.02,153,151.14,99.98,144.12,142.6,139.49,77.3,73.2,65.4,123.09,123.45,123.65,130.25,135.91,136.56,135.7,132.39
..REGION II (CAGAYAN VALLEY),Ginger Hawaiian,48.66,38.48,46.64,67.2,78.74,89.15,82.83,81.82,73.29,83.8,72.3,56.52,59.42,57.06,49.1,50.64,49.47,51.1,61.01,54.21,56.07,48.99,41.22,35.18,32.56,25.66,24.1,25.84,26.14,24.73,24.53,22.66,22.42,27.21,29.88,24.69,23.49,19.9,22.27,24.82,31.64,35.87,38.52,41.97,55.45,53.41,54.23,56.68,49.17,42.36,47.37,72.89,98.11,113.42,103.03,115.55,130.71,124.05,103.31,91.51,89.38,75.6,75.57,142.84,146.56,158.8,117.86,107.05,104.64,115.08,115.81,84.41,76.22,68.5,65.02,63.25,72.47,70.42,69.85,56.66,58.04,62.5,58.35,58.69,55.58,50.29,43.79,42.72,43.39,45.96,39.24,31.66,34.43,44.27,45.93,43.97,40.85,40.67,34.83,35.93,39.12,43.08,44.39,39.14,43.54,43.5,51.46,..,41.46,32.58,32.54,50.33,66,66,65.47,68.69,80.59,103.77,121.62,115.74,84.52,55.67,..,131.63,144.08,134.04,102.89,104.36,132.15,154.81,154.16,154.67,105.05,80.08,72.31,76.18,88.81,93.76,88.92,83.79,74.94,83.83,65.02,62.82,63.04,51.67,46.8,46.68,45.23,43.69,46.31,44.66,43.42,46.27,45.27,46.85
..REGION II (CAGAYAN VALLEY),Ginger Native,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Onion Leeks,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),"Onion native (red shallot), multiplier",69.78,42.54,36,28.83,26.39,29.46,36.87,46.43,50.02,50.88,49.13,57.75,62.12,83.94,68.27,52.44,52.81,60.22,66.59,56.57,73.77,78.94,75.64,78.65,55.66,37.2,33.78,37.91,60.27,53.57,54.32,78.86,77.42,78.91,76,62.31,56.71,42.05,32.26,39.08,51.08,50.45,45.57,44.89,57.77,63.62,73.69,93.09,72,64.46,46.98,33.46,32.67,33.54,37.95,39,51.54,57.36,71.5,48.6,36.6,28.49,14.86,25,32.46,33.08,46.43,55,63.8,79.26,104.69,100,75.01,59.86,63.24,57.08,79.21,84.96,77.42,89.87,97.37,85,62.35,60,62.37,55.08,51.84,38.06,39,44.39,51.35,44,44,44,51,52,66.08,59.5,55.34,51,50,50,51.54,..,70,..,74.85,..,43.65,39.9,41.53,30.62,19.2,33,33,33,30.46,33,38.54,84.34,59.63,56.64,..,39.48,39.2,39.2,39.2,57.85,58,88,126.82,142,120.29,64.5,51.8,61.56,68,67.33,65,65,61.89,58.68,87,95.09,107.5,58.79,46.2,40.4,41.6,41.28,40.75,42.47,58,77.75,192.56,280.89
..REGION II (CAGAYAN VALLEY),Onion Red Creole (Bermuda Red),71.91,53.87,35.27,27.62,27.6,29.74,37.03,56.28,50.86,50.05,46.01,49.95,64.75,85.13,61.2,49.72,50.6,57.15,59.54,58.05,66.01,69.88,66.26,66.52,59.87,52.03,42.98,43.65,63.7,70.8,69.09,74.29,86.29,89.17,82.55,72.28,64.29,50.04,34.35,32.44,43.09,39.31,43.75,44.46,50.99,50.13,54.85,81.9,72.97,66.18,34.62,21.65,25.01,33.32,38.27,45.22,43.15,44.49,48.85,44.1,47.85,36.98,19.68,29.07,33.4,37.82,42.05,46.07,55.81,67.85,85.89,83.48,78.43,69.78,53.08,59.53,78.39,80.27,81.77,93.58,105,95.47,63.58,59.93,60.74,56.51,49.4,44.13,42.75,47.04,50.77,51.46,60.75,65.5,69.82,98.27,87.62,67.5,56.37,54.35,60.81,73.62,68.97,78.9,79.75,69.86,64.36,..,62.35,54.66,43.26,25.98,25.52,32.34,32.17,35.73,36.39,46.39,73.18,120.25,112.8,77.04,..,62.3,66.66,67.63,69.74,74.85,97.23,127.62,139.46,131.84,76.74,55.83,54.77,64.24,69.54,69.99,66.46,61.44,74.95,63.75,114.67,133.02,114.02,62.54,55.58,44.15,56.02,57.39,62.61,74.99,87.77,120.08,222.53,297.29
..REGION II (CAGAYAN VALLEY),Onion White (Yellow Granex),..,..,..,..,..,..,..,..,..,..,..,..,71.22,92.66,37.51,57.46,55.09,53.98,48.08,43.62,72.65,58.42,47.12,45.38,50.1,34.32,29.38,36.69,51.72,55.52,62.97,64.87,49.2,62.8,54.66,50.69,49.85,46.02,30.54,34.88,42.34,41.55,39.69,42.62,57.92,56.31,58.15,56.2,45.12,37,19.91,21.57,23.45,29.15,34.38,39.15,55.2,55,51.42,44.86,44.09,18.62,13.88,23.55,30.38,38.08,54.78,55,54.69,52.23,54.14,55.54,68.38,56.15,46.58,50.92,72.08,70.08,54.54,52.08,53.85,45,45,45.15,39.85,43.83,44.5,37.5,37,37,37,37,..,54,54,54.73,56,49.14,27.23,25,25,39.62,40,..,72.42,73,73.15,..,50,30.33,24.72,23.25,23.71,22.4,22.43,22.4,22.4,25.8,34.66,47,47.07,39.5,..,28.86,28.98,35.2,37.57,42.31,42.77,42,54.52,56.98,58.15,49.75,46.56,45,45,45,42.33,44.33,45.93,45.75,51.74,51,58,58,48.4,42,47.2,45.6,45.75,..,..,230,236.22,273.11
..REGION II (CAGAYAN VALLEY),Pepper bell,67.69,51,56.92,59.98,39.62,40.98,79.33,78.09,86.75,87.66,77.97,101.59,124.93,65.49,119.65,160.57,77.25,56.68,68.53,56.58,59.17,138.86,143.68,122.75,61.09,64.78,74.22,91,68.82,87.4,96.17,137.26,131.22,113.21,50.87,34.94,53.24,50.57,54.66,41.24,36.95,42.1,88.88,76.13,136.09,152.68,137.83,112.22,63.27,53.44,54.9,49.07,59.23,41.49,31.2,57.8,74.44,84.65,86.25,119.22,73.22,68.19,..,97.2,54.19,68.85,112.1,114.13,119.88,81.9,74.02,101.86,65.43,89.62,64.58,75.62,90.92,138.52,43.62,69.86,88.62,128.02,187.08,173.38,111.54,131.5,62.71,64,60.29,52.77,56,80.77,119.66,114.34,80,64.62,105.08,121.67,136.67,115.68,102.77,135.85,131.54,139.71,152.5,126.71,136.92,..,78,76.17,53.08,104.17,121.32,101,177.87,160.63,141.46,127.02,117.85,98.55,107.15,113.09,..,82.05,72.12,68.58,61.55,69.69,76.62,136.49,164.92,210.27,247.71,230.43,169.32,100.31,75.39,85.36,89.29,113.2,138.87,168.5,133.38,153.68,135.34,133,118,183.16,148.67,129.42,129,116.54,150.32,193.75,217.16,227.18
..REGION II (CAGAYAN VALLEY),"Pepper finger, green",44.34,26.3,18.28,26.95,28.17,19.5,12.83,16.19,18.57,35.55,93.4,75.17,54.97,37.33,26.61,17.49,20.36,23.3,17.66,22.24,53.11,174.47,127.23,73.37,46,31.02,23.89,23.62,22.2,22.5,23.41,42.46,48.24,44.2,41.88,39.3,34.34,27.08,28.84,30.94,26.11,34.5,39.47,49.34,73.98,73.11,85.04,92.03,45.26,26.88,26.76,27.37,24.78,35.36,34.51,28.54,40.92,66.94,61.67,56.34,42.1,27.63,21.75,21.95,17.3,32.79,53.68,57.55,89.42,94.21,170.34,81.64,69.5,61.62,25.81,24.49,38.79,23.87,33.25,42.87,42.91,63.15,207.51,144.78,85.24,46.17,29.1,22.15,21.46,19.29,25.09,34.96,38.93,61.71,99.58,90.1,68.93,51.53,32.9,24.05,50.21,55.22,61.18,64.83,122.88,181.39,162.62,..,43,29.65,27.33,30.09,17.57,15.29,31.3,33.62,60.45,85.28,94.43,103.1,75.54,41.87,..,32.25,27.79,31.2,28.44,24.58,22,44.38,142.13,198.03,127.62,83.8,51.19,53.07,29.65,49.01,27.46,44.92,40.03,85.13,69.16,54.51,49.84,34.13,29.48,29.27,41.73,53.26,59.26,75.05,110.35,153.92,181.53,150.31
..REGION II (CAGAYAN VALLEY),"Pepper hot, red labuyo [Chili pepper]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),Garlic Taiwan (Imported),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,117.36,114.36,114.58,124.72,126.51,141.42,126.71,134.88,123.96,143.04,175.64,126.93,78.49,74.27,72.8,..,70.4,68,66.75,62.54,61.6,65.48,..,81.74,46.4,45.33,47.84,50.38,49.63,50.93,52.6,61.88,75.09,78.85,96.96,105.36,103.13,101.1,86.73,80.87,89,97.28,81.82,122.42,137.67,136.2,129.93,115.75,82.78,69.98,67,..,..,80.49,81.48,87.6,79.55,74.15,79.62,75.65,78.55,97.58,86.58,..,85.6,86,87.31,83.8,82.5,82.04,81.6,..,80.31,81.6,..,81.62,79.8,76.98
..REGION III (CENTRAL LUZON),Garlic,138.98,148.75,145.56,148.33,168.89,174.44,194.44,195,150,170,175,216.67,150,209.47,217,182.33,177.75,177,181.78,177.8,176.11,179,180.67,181.9,181.22,180.67,180.91,179.44,178.78,192.89,194.56,179.89,177,176.38,175.63,175,178.33,174.88,178.11,177.14,171,162.25,173.44,174.18,170.75,176.11,175.75,179.57,174.22,185.5,195.44,192.18,356.56,302.13,285,218,205.88,172,188.56,190.63,202.33,..,335.25,353.5,228.67,114,92.56,88.78,93,97,93.14,73.84,91.91,92.63,100.03,115.33,127.71,132.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),Ginger Hawaiian,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),Ginger Native,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
